"Lactobacillus"	"Blautia"	"Allobaculum"	"Desulfovibrio"	"Collinsella"	"Dorea"	"Treponema"	"Oscillospira"	"[Ruminococcus]"	"Ruminococcus"	"Streptococcus"	"Clostridium"	"Coprococcus"	"Adlercreutzia"	"[Prevotella]"	"Gemella"	"Turicibacter"	"Butyricicoccus"	"p-75-a5"	"Shuttleworthia"	"Staphylococcus"	"Roseburia"	"Bifidobacterium"	"Holdemania"	"Dehalobacterium"	"Escherichia"	"Aggregatibacter"	"Bacteroides"	"Defluviitalea"	"Jeotgalicoccus"	"Coprobacillus"	"Corynebacterium"	"Helicobacter"	"Prevotella"	"rc4-4"	"[Eubacterium]"	"Enterococcus"	"Facklamia"	"Actinomyces"	"Rothia"	"Christensenella"	"Burkholderia"	"CandidatusArthromitus"	"Anaerostipes"	"Akkermansia"	"Veillonella"	"Lactococcus"	"Anaerofustis"	"Enterobacter"	"Psychrobacter"
"Staphylococcus"	0.452508106157159	0.89875232077203	0.79573557546173	0.223788323009839	0.855260746101267	0.714927142568786	0.754819615344377	0.212095903001409	0.58893934116878	0.511621423703369	0.805589211216598	0.511621423703369	0.215393830748527	0.702244890083533	0.561907182661985	0.456698161916783	0.1181087806941	0.307192196735217	0.0943206194988789	0.502170187242095	0	0.731783364396186	0.926405574570626	0.989898648383518	0.923188185028595	0.518200722186278	0.926405574570626	0.987432594413111	0.903278222511008	0.277924773987164	0.893561553599894	0.594839189842113	0.958076279782617	0.926405574570626	0.926405574570626	0.989898648383518	1	1	0.499801823400364	0.926405574570626	0.61704137659869	0.926405574570626	0.91363762161235	0.862214635038963	0.936453963185435	0.936453963185435	0.813458848829126	0.862214635038963	0.862214635038963	0.70512863962257
"Roseburia"	0.942528630854505	0.69278332952028	0.290614481211714	0.0618812952267762	0.385176419289734	0.434484615607657	0.711223289767282	0.62483206869187	0.175152915229464	0.188441892350477	0.455114525027019	0.976319488699432	0.136790035518744	0.280658371925535	0.98156268651668	0.56823056417819	0.350443371578622	0.600245510018538	0.895395155028313	0.616346683060379	0.187005754640856	0	0.25708045844917	0.994487943951705	0.932405883942325	0.886832807159005	0.926405574570626	0.930622679741653	0.731783364396186	0.936453963185435	0.622937861381145	0.862214635038963	0.926405574570626	0.926405574570626	0.989715852499437	0.813458848829126	0.813458848829126	0.926405574570626	0.669990115603203	0.926405574570626	0.926405574570626	0.893561553599894	0.989898648383518	0.862214635038963	0.862214635038963	0.948883916192238	0.926405574570626	0.750068973255133	0.936453963185435	0.70512863962257
"Bifidobacterium"	0.552003655675884	0.188770239305465	0.000309653624289177	0.0158532654377931	0.141723150147965	0.109624438598397	0.898679964249505	0.0174641414274646	0.0135686401903642	0.758958456687916	0.819684259061193	0.510697971994759	0.0090840361787874	0.00106445243878327	0.161717395015255	0.194198307579791	0.0896525575871246	0.670807126846862	0.422993027675681	0.98966354051315	0.621600927109679	0.0119621111278389	0	0.95500773803783	0.602837666913097	0.677266132689928	0.813458848829126	0.851104499084922	0.926405574570626	0.621712672606652	0.499801823400364	0.813458848829126	0.893561553599894	0.999089350382565	0.902256194511451	0.621712672606652	0.926405574570626	0.91363762161235	0.8627488764717	0.518200722186278	0.926405574570626	0.926405574570626	0.621712672606652	0.8627488764717	0.984496720996591	0.999089350382565	0.813458848829126	0.813458848829126	0.926405574570626	0.813458848829126
"Holdemania"	0.355688579673946	1.43671249535414e-05	0.585848021486265	0.387131576406682	0.0695391426536782	7.85931746714383e-06	0.096341045377279	0.746759813552839	0.503536893822033	0.215553097451485	0.140582970322799	0.188088318992896	0.886350483701349	0.188088318992896	0.111869037359338	0.49935438487176	0.432432580720412	0.00191679479181406	0.00915258277349333	0.942313360172569	0.965756292087722	0.979450019024642	0.883284707915805	0	0.926405574570626	0.926405574570626	0.893561553599894	0.843081807253515	0.984496720996591	0.893561553599894	0.955523291517663	0.984496720996591	0.95500773803783	0.999089350382565	0.502034487207252	0.277924773987164	0.721903676535917	0.721903676535917	0.721903676535917	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.762469696235529	0.813458848829126	0.926405574570626	0.602837666913097	0.762469696235529	0.762469696235529	0.762469696235529
"Dehalobacterium"	0.00772131826327225	0.805392498397201	0.190459062375594	0.0608818808453207	0.632989469512786	0.993559439296402	0.468885846431885	3.60607557236554e-05	0.0138751285803368	0.00926395293716908	0.855823786732143	0.0536869533258368	0.0107370839643051	0.095504945495234	0.186927455848299	0.778091600424791	0.00482179780414189	0.505851216639383	0.401887050710713	0.996642600953057	0.475857581737008	0.782459794851192	0.0968069273976115	0.670213116401218	1.08802213777868e-173	0.704058043171018	0.667282007143705	0.813458848829126	0.731783364396186	0.95500773803783	0.328248362850172	0.893561553599894	0.813458848829126	0.936453963185435	0.893561553599894	0.604336691305452	0.48217401867122	0.831077161643972	0.926405574570626	0.951366806941865	0.8627488764717	0.99002081732639	0.8627488764717	0.762469696235529	0.926405574570626	0.936453963185435	0.602837666913097	0.926405574570626	0.721903676535917	0.813458848829126
"Escherichia"	0.816813729607376	0.916184659616084	0.25757866437298	0.597604772643722	0.195438978601323	0.54458813640937	0.9605324418122	0.263795147834748	0.299692265289554	0.944069845012324	0.994402760356998	0.360828958243326	0.805911874790842	0.0493681801073013	0.747808826610332	0.860351110484521	0.631687299672811	0.32551312344132	0.437093152635588	0.17633136502679	0.0597619716759622	0.396424088783614	0.131251481043382	0.716779781568045	0.141961091153666	0	0.502034487207252	0.893561553599894	0.926405574570626	0.502034487207252	0.926405574570626	0.0782691206657409	0.926405574570626	0.951911852081821	0.926405574570626	0.669990115603203	0.70512863962257	0.70512863962257	0.8627488764717	0.926405574570626	0.813458848829126	0.911027700802173	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.163539791542579	0.926405574570626	0.926405574570626	0.926405574570626
"Aggregatibacter"	0.102120567428758	0.695284827498354	0.817021978730987	0.520795483728546	0.271313671725649	0.149088401269565	0.191908352278935	0.195463236265583	0.354601207431466	0.226207523188019	0.0436244604373323	0.256299086160071	0.275153018393581	0.892956858636072	0.0400006211287522	0.129709341266938	0.349042209863325	0.532416938314745	0.979875059877312	0.67327214020336	0.540028290102518	0.57002332330448	0.283616559453753	0.43273787046574	0.123651441323772	0.0534223291927615	0	0.711911417316875	0.762469696235529	0.258728263791073	0.926405574570626	0.0114915668725839	0.926405574570626	0.234873711719174	0.926405574570626	0.926405574570626	0.00365724999281229	0.502034487207252	0.721903676535917	0.269225076150848	0.926405574570626	0.762469696235529	0.926405574570626	0.926405574570626	0.926405574570626	0.721903676535917	0.926405574570626	0.926405574570626	0.0296619678511325	0.926405574570626
"Bacteroides"	0.500191507521043	0.484276840223035	0.837560639194406	0.0487710819077897	0.482305634609441	0.33208552971782	0.191846230500364	0.267609213342227	0.640571930306483	0.29801925335788	0.335293950318047	0.514325229049718	0.434372221150541	0.60078828271766	0.00239014454948608	0.921813931075432	0.317577332057848	0.353849609448816	0.72767095423223	0.532416938314745	0.947935290636586	0.778684283049139	0.314040190682763	0.305574140751478	0.254781163793298	0.433427733713188	0.155167631366209	0	0.926405574570626	0.926405574570626	0.862214635038963	0.926405574570626	0.282468380826141	0.499801823400364	0.926405574570626	0.926405574570626	0.890274073411195	0.893561553599894	0.989898648383518	0.721903676535917	0.8627488764717	0.930622679741653	0.0296619678511325	0.926405574570626	0.926405574570626	0.890274073411195	0.926405574570626	0.926405574570626	0.202321949042883	0.926405574570626
"Defluviitalea"	0.457373090606805	0.867309566014529	0.685370951218644	0.321479808543316	0.367741626987691	0.554266331897354	0.810846308981065	0.0121771610705224	0.261016997473419	0.077893717726282	0.232830735780293	0.87077247695171	0.247602336388017	0.479341130652957	0.96178902687735	0.509467572527978	0.145431654897242	0.849632453549759	0.575307210672882	0.876153364165754	0.445371466446244	0.183388537580579	0.748265257725373	0.94323734890164	0.182282080536252	0.498744723428777	0.218237958571846	0.545219763965192	0	0.762469696235529	0.936453963185435	0.886832807159005	0.721903676535917	0.849900223123443	0.472795711659346	0.930860032964923	0.989898648383518	0.989898648383518	0.955523291517663	0.721903676535917	0.99002081732639	0.862214635038963	0.926405574570626	0.541146701160503	0.602837666913097	0.881392988275224	0.886832807159005	0.886832807159005	0.886832807159005	0.886832807159005
"Jeotgalicoccus"	0.263737851981498	0.236547330624992	0.969816310850341	0.41349662558956	0.159533653284679	0.216172069100692	0.424790477594436	0.989936785612867	0.466859173997654	0.648998006862417	0.0909795145593107	0.0983002916965264	0.689047473003678	0.534729339422622	0.868927858682692	0.0471466243314405	0.148159235840812	0.532416938314745	0.0590432689620027	0.67327214020336	0.0169735793201445	0.804326191098051	0.109297064820494	0.43273787046574	0.882884693867195	0.0534223291927615	0.0128454209680058	0.532416938314745	0.218237958571846	0	0.893561553599894	0.0114915668725839	0.893561553599894	0.926405574570626	0.926405574570626	0.926405574570626	0.502034487207252	0.502034487207252	0.721903676535917	0.8627488764717	0.881392988275224	0.762469696235529	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.0296619678511325
